Geo Point;Geo Shape;gid;geom_o;geom_err;ident;id_local;condition_acces;puissance_nominale;actif;prise_type_ef;prise_type_2;prise_type_combo;prise_type_chademo;prise_type_3c;prise_type_autre;reservation;gratuit;paiement_acte;paiement_cb;paiement_autre;tarification;accessibilite_pmr;rs_st_irve_sta_p;cdate;mdate
44.8230361,-0.5553548;"{""coordinates"": [-0.5553548, 44.8230361], ""type"": ""Point""}";1076;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1366;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8801,-0.5680576;"{""coordinates"": [-0.5680576, 44.8801], ""type"": ""Point""}";1086;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1367;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8801,-0.5680576;"{""coordinates"": [-0.5680576, 44.8801], ""type"": ""Point""}";1087;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1367;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8801,-0.5680576;"{""coordinates"": [-0.5680576, 44.8801], ""type"": ""Point""}";1088;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1367;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8801,-0.5680576;"{""coordinates"": [-0.5680576, 44.8801], ""type"": ""Point""}";1091;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1367;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8801,-0.5680576;"{""coordinates"": [-0.5680576, 44.8801], ""type"": ""Point""}";1092;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1367;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8680925,-0.5637278;"{""coordinates"": [-0.5637278, 44.8680925], ""type"": ""Point""}";1093;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1368;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8680925,-0.5637278;"{""coordinates"": [-0.5637278, 44.8680925], ""type"": ""Point""}";1095;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1368;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8509592,-0.5586437;"{""coordinates"": [-0.5586437, 44.8509592], ""type"": ""Point""}";1099;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1369;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8467686,-0.5732818;"{""coordinates"": [-0.5732818, 44.8467686], ""type"": ""Point""}";1105;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1371;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8467686,-0.5732818;"{""coordinates"": [-0.5732818, 44.8467686], ""type"": ""Point""}";1106;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1371;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239076,-0.5306894;"{""coordinates"": [-0.5306894, 44.8239076], ""type"": ""Point""}";1108;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1262;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239076,-0.5306894;"{""coordinates"": [-0.5306894, 44.8239076], ""type"": ""Point""}";1115;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1262;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239076,-0.5306894;"{""coordinates"": [-0.5306894, 44.8239076], ""type"": ""Point""}";1116;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1262;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239076,-0.5306894;"{""coordinates"": [-0.5306894, 44.8239076], ""type"": ""Point""}";1117;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1262;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239076,-0.5306894;"{""coordinates"": [-0.5306894, 44.8239076], ""type"": ""Point""}";1120;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1262;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8072583,-0.5399608;"{""coordinates"": [-0.5399608, 44.8072583], ""type"": ""Point""}";1122;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1263;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8072583,-0.5399608;"{""coordinates"": [-0.5399608, 44.8072583], ""type"": ""Point""}";1123;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1263;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8397747,-0.5830285;"{""coordinates"": [-0.5830285, 44.8397747], ""type"": ""Point""}";1129;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1264;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8390848,-0.5844543;"{""coordinates"": [-0.5844543, 44.8390848], ""type"": ""Point""}";1132;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1265;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8389207,-0.5878182;"{""coordinates"": [-0.5878182, 44.8389207], ""type"": ""Point""}";1142;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1267;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8400649,-0.5830129;"{""coordinates"": [-0.5830129, 44.8400649], ""type"": ""Point""}";1148;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1268;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8261756,-0.5573939;"{""coordinates"": [-0.5573939, 44.8261756], ""type"": ""Point""}";1157;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1269;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8632549,-0.5784707;"{""coordinates"": [-0.5784707, 44.8632549], ""type"": ""Point""}";1162;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1270;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8357831,-0.5848885;"{""coordinates"": [-0.5848885, 44.8357831], ""type"": ""Point""}";1166;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1271;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8357831,-0.5848885;"{""coordinates"": [-0.5848885, 44.8357831], ""type"": ""Point""}";1169;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1271;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8451969,-0.578979;"{""coordinates"": [-0.578979, 44.8451969], ""type"": ""Point""}";1170;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1272;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8451969,-0.578979;"{""coordinates"": [-0.578979, 44.8451969], ""type"": ""Point""}";1171;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1272;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8554452,-0.595692;"{""coordinates"": [-0.595692, 44.8554452], ""type"": ""Point""}";1174;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1273;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8425586,-0.6478356;"{""coordinates"": [-0.6478356, 44.8425586], ""type"": ""Point""}";1175;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1274;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8425586,-0.6478356;"{""coordinates"": [-0.6478356, 44.8425586], ""type"": ""Point""}";1176;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1274;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8538069,-0.592906;"{""coordinates"": [-0.592906, 44.8538069], ""type"": ""Point""}";1177;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1275;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8538069,-0.592906;"{""coordinates"": [-0.592906, 44.8538069], ""type"": ""Point""}";1178;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1275;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8292009,-0.5535854;"{""coordinates"": [-0.5535854, 44.8292009], ""type"": ""Point""}";1179;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1276;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8292009,-0.5535854;"{""coordinates"": [-0.5535854, 44.8292009], ""type"": ""Point""}";1181;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1276;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8048092,-0.6323745;"{""coordinates"": [-0.6323745, 44.8048092], ""type"": ""Point""}";1187;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1277;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8048092,-0.6323745;"{""coordinates"": [-0.6323745, 44.8048092], ""type"": ""Point""}";1188;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1277;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.838022,-0.5762566;"{""coordinates"": [-0.5762566, 44.838022], ""type"": ""Point""}";1192;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1278;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8327761,-0.5976619;"{""coordinates"": [-0.5976619, 44.8327761], ""type"": ""Point""}";1443;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1279;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8349783,-0.5793918;"{""coordinates"": [-0.5793918, 44.8349783], ""type"": ""Point""}";1446;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1280;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8349783,-0.5793918;"{""coordinates"": [-0.5793918, 44.8349783], ""type"": ""Point""}";1447;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1280;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8310288,-0.5718999;"{""coordinates"": [-0.5718999, 44.8310288], ""type"": ""Point""}";1448;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1281;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8272037,-0.6256904;"{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}";1454;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1283;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8272037,-0.6256904;"{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}";1458;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1283;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8060586,-0.6007667;"{""coordinates"": [-0.6007667, 44.8060586], ""type"": ""Point""}";1459;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1284;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8060586,-0.6007667;"{""coordinates"": [-0.6007667, 44.8060586], ""type"": ""Point""}";1461;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1284;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8060586,-0.6007667;"{""coordinates"": [-0.6007667, 44.8060586], ""type"": ""Point""}";1466;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1284;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8060586,-0.6007667;"{""coordinates"": [-0.6007667, 44.8060586], ""type"": ""Point""}";1467;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1284;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8647637,-0.5245629;"{""coordinates"": [-0.5245629, 44.8647637], ""type"": ""Point""}";1473;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1285;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8647637,-0.5245629;"{""coordinates"": [-0.5245629, 44.8647637], ""type"": ""Point""}";1475;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1285;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8647637,-0.5245629;"{""coordinates"": [-0.5245629, 44.8647637], ""type"": ""Point""}";1476;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1285;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8647637,-0.5245629;"{""coordinates"": [-0.5245629, 44.8647637], ""type"": ""Point""}";1481;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1285;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1486;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1492;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1500;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7884435,-0.6506672;"{""coordinates"": [-0.6506672, 44.7884435], ""type"": ""Point""}";1505;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1287;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8737875,-0.6279649;"{""coordinates"": [-0.6279649, 44.8737875], ""type"": ""Point""}";1510;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1288;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7938466,-0.657279;"{""coordinates"": [-0.657279, 44.7938466], ""type"": ""Point""}";1515;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1290;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.858812,-0.668254;"{""coordinates"": [-0.668254, 44.858812], ""type"": ""Point""}";1519;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1291;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8564518,-0.6605161;"{""coordinates"": [-0.6605161, 44.8564518], ""type"": ""Point""}";1521;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1292;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8564518,-0.6605161;"{""coordinates"": [-0.6605161, 44.8564518], ""type"": ""Point""}";1522;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1292;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8833531,-0.5687742;"{""coordinates"": [-0.5687742, 44.8833531], ""type"": ""Point""}";1523;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1293;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8833531,-0.5687742;"{""coordinates"": [-0.5687742, 44.8833531], ""type"": ""Point""}";1524;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1293;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8833531,-0.5687742;"{""coordinates"": [-0.5687742, 44.8833531], ""type"": ""Point""}";1525;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1293;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8319994,-0.6459841;"{""coordinates"": [-0.6459841, 44.8319994], ""type"": ""Point""}";1527;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1294;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8319994,-0.6459841;"{""coordinates"": [-0.6459841, 44.8319994], ""type"": ""Point""}";1529;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1294;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8670293,-0.5764142;"{""coordinates"": [-0.5764142, 44.8670293], ""type"": ""Point""}";1531;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1295;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1532;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1533;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1534;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1536;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1537;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1540;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1541;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8226156,-0.5459414;"{""coordinates"": [-0.5459414, 44.8226156], ""type"": ""Point""}";1553;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1364;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239076,-0.5306894;"{""coordinates"": [-0.5306894, 44.8239076], ""type"": ""Point""}";1555;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1262;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8632549,-0.5784707;"{""coordinates"": [-0.5784707, 44.8632549], ""type"": ""Point""}";1557;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1270;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8060586,-0.6007667;"{""coordinates"": [-0.6007667, 44.8060586], ""type"": ""Point""}";1559;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1284;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.9181116,-0.6227173;"{""coordinates"": [-0.6227173, 44.9181116], ""type"": ""Point""}";1560;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1289;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7938466,-0.657279;"{""coordinates"": [-0.657279, 44.7938466], ""type"": ""Point""}";1561;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1290;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8833531,-0.5687742;"{""coordinates"": [-0.5687742, 44.8833531], ""type"": ""Point""}";1563;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1293;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8474173,-0.5484434;"{""coordinates"": [-0.5484434, 44.8474173], ""type"": ""Point""}";1566;0;;FRFR1ERKZD1;RKZD1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1335;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7938466,-0.657279;"{""coordinates"": [-0.657279, 44.7938466], ""type"": ""Point""}";1571;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1290;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8525425,-0.5675381;"{""coordinates"": [-0.5675381, 44.8525425], ""type"": ""Point""}";998;0;;FRFR1EPVMK1;PVMK1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1315;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8163858,-0.5496456;"{""coordinates"": [-0.5496456, 44.8163858], ""type"": ""Point""}";1001;0;;FRFR1EGKQG1;GKQG1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1317;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8437067,-0.5705942;"{""coordinates"": [-0.5705942, 44.8437067], ""type"": ""Point""}";1007;0;;FRFR1ENRKQ1;NRKQ1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1297;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8302777,-0.6045353;"{""coordinates"": [-0.6045353, 44.8302777], ""type"": ""Point""}";1009;0;;FRFR1EJVTB2;JVTB2;ACCES_LIBRE;3.0;1;1;0;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1353;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8518697,-0.6143879;"{""coordinates"": [-0.6143879, 44.8518697], ""type"": ""Point""}";1022;0;;FRFR1ELPCK1;LPCK1;ACCES_LIBRE;44.0;1;1;1;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1357;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8422988,-0.569778;"{""coordinates"": [-0.569778, 44.8422988], ""type"": ""Point""}";1029;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1359;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8422988,-0.569778;"{""coordinates"": [-0.569778, 44.8422988], ""type"": ""Point""}";1030;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1359;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8290717,-0.5628913;"{""coordinates"": [-0.5628913, 44.8290717], ""type"": ""Point""}";1033;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1360;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7820995,-0.6536641;"{""coordinates"": [-0.6536641, 44.7820995], ""type"": ""Point""}";1011;0;;FRFR1ENMLT2;NMLT2;ACCES_LIBRE;3.0;1;1;0;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1354;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
